country,country_label,planetarium_name,google_maps_link,translated_planetarium_name,iso_match_name,iso_alpha_2,iso_alpha_3,official_name
Japan,Japan 44,福岡市科学館 ドームシアター (福岡市科学Hall ドームシアター),"https://www.google.com/maps?q=33.5774507,130.3779857",,Japan,JP,JPN,Japan
Japan,Japan 45,箱根の里プラネタリウム (箱根の里Planetarium),"https://www.google.com/maps?q=35.1628746,138.9828966",,Japan,JP,JPN,Japan
Japan,Japan 46,能代市子ども科学館 (能代市子ども科学Hall),"https://www.google.com/maps?q=40.2164058,140.0249175",,Japan,JP,JPN,Japan
Japan,Japan 47,船橋市プラネタリウム館 (船橋市PlanetariumHall),"https://www.google.com/maps?q=35.7077701,140.0052329",,Japan,JP,JPN,Japan
Kazakhstan,Kazakhstan 1,Актюбинский областной планетарий (Актюбинский областной Planetarium),"https://www.google.com/maps?q=50.2884559,57.2232715",,Kazakhstan,KZ,KAZ,Republic of Kazakhstan
Kazakhstan,Kazakhstan 2,Планетарий,"https://www.google.com/maps?q=50.2972452,57.1904003",,Kazakhstan,KZ,KAZ,Republic of Kazakhstan
Kyrgyzstan,Kyrgyzstan 1,No-Name,"https://www.google.com/maps?q=41.9260092,74.516664",,Kyrgyzstan,KG,KGZ,Kyrgyz Republic
Latvia,Latvia 1,Ventspils planetārijs un observatorija,"https://www.google.com/maps?q=57.3955995,21.5632065",,Latvia,LV,LVA,Republic of Latvia
Lesotho,Lesotho 1,No-Name,"https://www.google.com/maps?q=-29.6426285,27.673389",,Lesotho,LS,LSO,Kingdom of Lesotho
Lesotho,Lesotho 2,No-Name,"https://www.google.com/maps?q=-29.6445754,27.6714009",,Lesotho,LS,LSO,Kingdom of Lesotho
Lesotho,Lesotho 3,No-Name,"https://www.google.com/maps?q=-29.6441549,27.6680957",,Lesotho,LS,LSO,Kingdom of Lesotho
Libya,Libya 1,No-Name,"https://www.google.com/maps?q=30.4299019,13.3064548",,Libya,LY,LBY,Libya
Libya,Libya 2,No-Name,"https://www.google.com/maps?q=32.8756652,13.1674423",,Libya,LY,LBY,Libya
Libyen,Libyen 1,No-Name,"https://www.google.com/maps?q=32.8999108,13.2180092",,Libya,LY,LBY,Libya
Malaysia,Malaysia 1,Planetarium Negara,"https://www.google.com/maps?q=3.139486,101.6893032",,Malaysia,MY,MYS,Malaysia
Malaysia,Malaysia 2,Pusat Angkasa Negara,"https://www.google.com/maps?q=2.7871388,101.5068751",,Malaysia,MY,MYS,Malaysia
Malta,Malta 1,Esplora,"https://www.google.com/maps?q=35.891962,14.5240102",,Malta,MT,MLT,Republic of Malta
Mexico,Mexico 1,Ka´Yok´ Planetario,"https://www.google.com/maps?q=21.1529145,-86.8331387",,Mexico,MX,MEX,United Mexican States
Mexico,Mexico 2,No-Name,"https://www.google.com/maps?q=25.6755142,-100.2325416",,Mexico,MX,MEX,United Mexican States
Mexico,Mexico 3,No-Name,"https://www.google.com/maps?q=16.2237448,-92.1300509",,Mexico,MX,MEX,United Mexican States
Mexico,Mexico 4,No-Name,"https://www.google.com/maps?q=19.2942604,-99.6552536",,Mexico,MX,MEX,United Mexican States
Mexico,Mexico 5,No-Name,"https://www.google.com/maps?q=19.2945231,-99.6552206",,Mexico,MX,MEX,United Mexican States
Mexico,Mexico 6,Planetario,"https://www.google.com/maps?q=18.9188628,-99.2264126",,Mexico,MX,MEX,United Mexican States
Mexico,Mexico 7,Planetario,"https://www.google.com/maps?q=19.518814,-96.8939999",,Mexico,MX,MEX,United Mexican States
Mexico,Mexico 8,"Planetario ""Lic. Felipe Rivera""","https://www.google.com/maps?q=19.6848649,-101.1832879",,Mexico,MX,MEX,United Mexican States
Mexico,Mexico 9,"Planetario ""Luis Enrique Erro""","https://www.google.com/maps?q=19.4968363,-99.1398491",,Mexico,MX,MEX,United Mexican States
Mexico,Mexico 10,Planetario Arcadio Poveda Ricalde,"https://www.google.com/maps?q=20.9674628,-89.6247688",,Mexico,MX,MEX,United Mexican States
Mexico,Mexico 11,Planetario Arcadio Poveda Ricalde,"https://www.google.com/maps?q=20.9675055,-89.6248096",,Mexico,MX,MEX,United Mexican States
Mexico,Mexico 12,"Planetario Chetumal ""Yook'ol Kaab""","https://www.google.com/maps?q=18.5200017,-88.3024804",,Mexico,MX,MEX,United Mexican States
Mexico,Mexico 13,Planetario Colegio de Bachilleres,"https://www.google.com/maps?q=14.8829054,-92.2959868",,Mexico,MX,MEX,United Mexican States
Mexico,Mexico 14,Planetario Digital,"https://www.google.com/maps?q=19.3141867,-103.7602199",,Mexico,MX,MEX,United Mexican States
Mexico,Mexico 15,Planetario Digital Chimalhuacán,"https://www.google.com/maps?q=19.4082143,-98.9613287",,Mexico,MX,MEX,United Mexican States
Mexico,Mexico 16,Planetario El Gran Ehécatl,"https://www.google.com/maps?q=19.5953738,-99.054086",,Mexico,MX,MEX,United Mexican States
Mexico,Mexico 17,Planetario Guadalajara,"https://www.google.com/maps?q=20.6949323,-103.3453646",,Mexico,MX,MEX,United Mexican States
Mexico,Mexico 18,Planetario Monterreysillo,"https://www.google.com/maps?q=25.4856218,-103.6235146",,Mexico,MX,MEX,United Mexican States
Mexico,Mexico 19,Planetario Monterreysillo,"https://www.google.com/maps?q=25.4853409,-103.6237617",,Mexico,MX,MEX,United Mexican States
Mexico,Mexico 20,Planetario Nundehui,"https://www.google.com/maps?q=17.070475,-96.7328641",,Mexico,MX,MEX,United Mexican States
Mexico,Mexico 21,Planetario Orizaba,"https://www.google.com/maps?q=18.8566278,-97.0859289",,Mexico,MX,MEX,United Mexican States
Mexico,Mexico 22,Planetario Tabasco 2000,"https://www.google.com/maps?q=17.9996097,-92.9457292",,Mexico,MX,MEX,United Mexican States
Mexico,Mexico 23,Planetario de Ciudad Victoria,"https://www.google.com/maps?q=23.7258201,-99.1248619",,Mexico,MX,MEX,United Mexican States
Mexico,Mexico 24,Planetario y Observatorio Dra. Silvia Torres Castilleja,"https://www.google.com/maps?q=21.8550218,-102.2887707",,Mexico,MX,MEX,United Mexican States
Mexico,Mexico 25,"Planetario, Observatorio","https://www.google.com/maps?q=22.131257,-101.0022581",,Mexico,MX,MEX,United Mexican States
Mexico,Mexico 26,Planetarium Torreon,"https://www.google.com/maps?q=25.5504296,-103.3904981",,Mexico,MX,MEX,United Mexican States
Nepal,Nepal 1,No-Name,"https://www.google.com/maps?q=27.6888141,85.334184",,Nepal,NP,NPL,Federal Democratic Republic of Nepal
Netherlands,Netherlands 1,Achterhoeks Planetarium,"https://www.google.com/maps?q=52.0455433,6.2406552",,Netherlands,NL,NLD,Kingdom of the Netherlands
Netherlands,Netherlands 2,Koninklijk Eise Eisinga Planetarium,"https://www.google.com/maps?q=53.1874744,5.5437184",,Netherlands,NL,NLD,Kingdom of the Netherlands
Netherlands,Netherlands 3,No-Name,"https://www.google.com/maps?q=51.8506466,4.5943934",,Netherlands,NL,NLD,Kingdom of the Netherlands
Netherlands,Netherlands 4,Sterrenwacht Halley,"https://www.google.com/maps?q=51.7033703,5.4874138",,Netherlands,NL,NLD,Kingdom of the Netherlands
New Zealand,New Zealand 1,Dark Sky Project,"https://www.google.com/maps?q=-44.0033871,170.4773905",,New Zealand,NZ,NZL,New Zealand
New Zealand,New Zealand 2,Holt Planetarium,"https://www.google.com/maps?q=-39.5138185,176.9137331",,New Zealand,NZ,NZL,New Zealand
New Zealand,New Zealand 3,No-Name,"https://www.google.com/maps?q=-43.7327474,170.0929338",,New Zealand,NZ,NZL,New Zealand
New Zealand,New Zealand 4,No-Name,"https://www.google.com/maps?q=-41.284391,174.7671942",,New Zealand,NZ,NZL,New Zealand
New Zealand,New Zealand 5,No-Name,"https://www.google.com/maps?q=-38.1125555,176.2125309",,New Zealand,NZ,NZL,New Zealand
New Zealand,New Zealand 6,Planetarium North,"https://www.google.com/maps?q=-35.7414471,174.2684374",,New Zealand,NZ,NZL,New Zealand
Norway,Norway 1,Nordlysplanetariet,"https://www.google.com/maps?q=69.6791205,18.9716925",,Norway,NO,NOR,Kingdom of Norway
Pakistan,Pakistan 1,M.Z Plastic Center,"https://www.google.com/maps?q=24.8594318,67.0159736",,Pakistan,PK,PAK,Islamic Republic of Pakistan
Pakistan,Pakistan 2,Peshawar Planeterium,"https://www.google.com/maps?q=33.9695423,71.4382337",,Pakistan,PK,PAK,Islamic Republic of Pakistan
Pakistan,Pakistan 3,Saify Burhani Plastic - Poly Bags,"https://www.google.com/maps?q=24.8765422,67.0212385",,Pakistan,PK,PAK,Islamic Republic of Pakistan
Palestine,Palestine 1,כוכביא,"https://www.google.com/maps?q=31.8254934,35.2569033",,"Palestine, State of",PS,PSE,the State of Palestine
Paraguay,Paraguay 1,Centro de Interpretación Astronómica,"https://www.google.com/maps?q=-27.3150179,-56.3303785",,Paraguay,PY,PRY,Republic of Paraguay
Paraguay,Paraguay 2,Planetario,"https://www.google.com/maps?q=-27.314887,-56.3301761",,Paraguay,PY,PRY,Republic of Paraguay
Paraguay,Paraguay 3,Polo Astronômico Casimiro Montenegro Filho,"https://www.google.com/maps?q=-25.4348439,-54.5936607",,Paraguay,PY,PRY,Republic of Paraguay
Paraguay,Paraguay 4,San Cosmos | Un Planetario MuCi,"https://www.google.com/maps?q=-25.2809151,-57.6090799",,Paraguay,PY,PRY,Republic of Paraguay
Peru,Peru 1,Museo Planetario José Castro Mendívil,"https://www.google.com/maps?q=-12.1692514,-77.0334609",,Peru,PE,PER,Republic of Peru
Peru,Peru 2,No-Name,"https://www.google.com/maps?q=-17.903831,-70.1573324",,Peru,PE,PER,Republic of Peru
Peru,Peru 3,Planetario Cañete,"https://www.google.com/maps?q=-13.265142,-76.281126",,Peru,PE,PER,Republic of Peru
Peru,Peru 4,Planetario Nacional Mutsumi Ishitsuka,"https://www.google.com/maps?q=-12.0550895,-76.9445314",,Peru,PE,PER,Republic of Peru
Peru,Peru 5,Planetario de la Universidad Santo Domingo de Guzmán,"https://www.google.com/maps?q=-11.911811,-76.9788753",,Peru,PE,PER,Republic of Peru
Peru,Peru 6,Planetarium Cusco,"https://www.google.com/maps?q=-13.5067411,-71.9860092",,Peru,PE,PER,Republic of Peru
Peru,Peru 7,Planetarium Cusco,"https://www.google.com/maps?q=-13.5065386,-71.9863499",,Peru,PE,PER,Republic of Peru
Peru,Peru 8,Planetarium Cusco,"https://www.google.com/maps?q=-13.5067716,-71.9859062",,Peru,PE,PER,Republic of Peru
Peru,Peru 9,Planetarium María Reiche,"https://www.google.com/maps?q=-14.8280179,-74.9406325",,Peru,PE,PER,Republic of Peru
Philippines,Philippines 1,Mayon Planetarium,"https://www.google.com/maps?q=13.2841943,123.6719394",,Philippines,PH,PHL,Republic of the Philippines
Philippines,Philippines 2,PAGASA Planetarium,"https://www.google.com/maps?q=14.6446527,121.0432329",,Philippines,PH,PHL,Republic of the Philippines
Philippines,Philippines 3,Planetarium DOST-Pagasa,"https://www.google.com/maps?q=8.5360913,124.557863",,Philippines,PH,PHL,Republic of the Philippines
Poland,Poland 1,Centrum Popularyzacji Kosmosu „Planetarium – Toruń”,"https://www.google.com/maps?q=53.0114097,18.6026654",,Poland,PL,POL,Republic of Poland
Poland,Poland 2,Planetarium,"https://www.google.com/maps?q=49.9997447,19.4058604",,Poland,PL,POL,Republic of Poland
Poland,Poland 3,Planetarium,"https://www.google.com/maps?q=50.0686666,19.9962699",,Poland,PL,POL,Republic of Poland
Poland,Poland 4,Planetarium EC1,"https://www.google.com/maps?q=51.7681501,19.4699213",,Poland,PL,POL,Republic of Poland
Poland,Poland 5,Planetarium Niebo Kopernika,"https://www.google.com/maps?q=52.242,21.0294133",,Poland,PL,POL,Republic of Poland
Poland,Poland 6,Planetarium Pomorska,"https://www.google.com/maps?q=51.7781042,19.4584092",,Poland,PL,POL,Republic of Poland
Poland,Poland 7,Planetarium Śląskie,"https://www.google.com/maps?q=50.290735,18.9927237",,Poland,PL,POL,Republic of Poland
Portugal,Portugal 1,Casa da Ciência de Braga,"https://www.google.com/maps?q=41.5649005,-8.3935914",,Portugal,PT,PRT,Portuguese Republic
Portugal,Portugal 2,Igreja Matriz de Figueira - Santa Marinha,"https://www.google.com/maps?q=41.1123781,-8.3465993",,Portugal,PT,PRT,Portuguese Republic
Portugal,Portugal 3,No-Name,"https://www.google.com/maps?q=40.6395605,-8.0199317",,Portugal,PT,PRT,Portuguese Republic
Portugal,Portugal 4,No-Name,"https://www.google.com/maps?q=37.8142448,-25.5686461",,Portugal,PT,PRT,Portuguese Republic
Portugal,Portugal 5,No-Name,"https://www.google.com/maps?q=32.7484584,22.669579",,Portugal,PT,PRT,Portuguese Republic
Portugal,Portugal 6,Planetário da Universidade de Coimbra,"https://www.google.com/maps?q=40.2006015,-8.4455953",,Portugal,PT,PRT,Portuguese Republic
Portugal,Portugal 7,Planetário de Espinho,"https://www.google.com/maps?q=41.0062487,-8.6387229",,Portugal,PT,PRT,Portuguese Republic
Portugal,Portugal 8,Planetário de Marinha,"https://www.google.com/maps?q=38.6981261,-9.2089226",,Portugal,PT,PRT,Portuguese Republic
Portugal,Portugal 9,Planetário do Porto,"https://www.google.com/maps?q=41.150769,-8.6384728",,Portugal,PT,PRT,Portuguese Republic
Puerto Rico,Puerto Rico 1,Planetario,"https://www.google.com/maps?q=18.4096572,-66.1602401",,Puerto Rico,PR,PRI,Puerto Rico
Puerto Rico,Puerto Rico 2,Planetario RUM,"https://www.google.com/maps?q=18.2108597,-67.138917",,Puerto Rico,PR,PRI,Puerto Rico
Qatar,Qatar 1,Star Mosque,"https://www.google.com/maps?q=24.9894458,51.5426142",,Qatar,QA,QAT,State of Qatar
Qatar,Qatar  1,No-Name,"https://www.google.com/maps?q=24.9932442,51.5453898",,Qatar,QA,QAT,State of Qatar
Republic of Serbia,Republic of Serbia 1,Београдски планетаријум,"https://www.google.com/maps?q=44.8252383,20.4496655",,Serbia,RS,SRB,Republic of Serbia
Reunion,Reunion 1,Planétarium III Parque,"https://www.google.com/maps?q=-21.1987182,55.4097334",,Réunion,RE,REU,Réunion
Romania,Romania 1,No-Name,"https://www.google.com/maps?q=46.2977347,25.2906602",,Romania,RO,ROU,Romania
Romania,Romania 2,Planetariul,"https://www.google.com/maps?q=47.6417909,26.2454093",,Romania,RO,ROU,Romania
Romania,Romania 3,Planetariul,"https://www.google.com/maps?q=44.2069582,28.6429703",,Romania,RO,ROU,Romania
Romania,Romania 4,Planetariul Baia Mare,"https://www.google.com/maps?q=47.6578006,23.5637581",,Romania,RO,ROU,Romania
Romania,Romania 5,Uzina electrică și observatorul astronomic,"https://www.google.com/maps?q=44.8677581,24.9272627",,Romania,RO,ROU,Romania
Russia,Russia 1,121 здание,"https://www.google.com/maps?q=58.44245,92.2728599",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 2,152 здание,"https://www.google.com/maps?q=58.4377362,92.2746051",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 3,153 здание,"https://www.google.com/maps?q=58.4430971,92.2786688",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 4,No-Name,"https://www.google.com/maps?q=54.8530547,38.2512402",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 5,No-Name,"https://www.google.com/maps?q=55.5694834,42.0557761",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 6,No-Name,"https://www.google.com/maps?q=56.2306411,51.0689761",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 7,No-Name,"https://www.google.com/maps?q=58.4462626,92.2679569",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 8,No-Name,"https://www.google.com/maps?q=58.4464859,92.2636009",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 9,No-Name,"https://www.google.com/maps?q=58.445244,92.2734913",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 10,No-Name,"https://www.google.com/maps?q=58.4439591,92.2765474",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 11,No-Name,"https://www.google.com/maps?q=58.4486249,92.2667437",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 12,No-Name,"https://www.google.com/maps?q=58.4446592,92.2657516",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 13,No-Name,"https://www.google.com/maps?q=47.2303694,39.7476768",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 14,No-Name,"https://www.google.com/maps?q=54.7865383,32.0474861",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 15,No-Name,"https://www.google.com/maps?q=47.0551959,142.0519737",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 16,No-Name,"https://www.google.com/maps?q=44.6262206,39.100629",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 17,No-Name,"https://www.google.com/maps?q=64.5327648,40.5203052",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 18,No-Name,"https://www.google.com/maps?q=55.7817587,37.6198179",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 19,No-Name,"https://www.google.com/maps?q=44.5017567,34.1900959",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 20,No-Name,"https://www.google.com/maps?q=56.7236005,44.3405281",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 21,No-Name,"https://www.google.com/maps?q=44.6104247,40.459897",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 22,Большой Новосибирский Планетарий,"https://www.google.com/maps?q=54.9803308,83.0346589",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 23,Волгоградский планетарий (Волгоградский Planetarium),"https://www.google.com/maps?q=48.7144067,44.5245259",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 24,ДЮЦ Большой Новосибирский Планетарий,"https://www.google.com/maps?q=54.9808508,83.0351773",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 25,Иркутский планетарий (Иркутский Planetarium),"https://www.google.com/maps?q=52.2738783,104.2897686",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 26,Костромской областной планетарий (Костромской областной Planetarium),"https://www.google.com/maps?q=57.7631392,40.9335384",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 27,Костромской областной планетарий (Костромской областной Planetarium),"https://www.google.com/maps?q=57.7632021,40.9334096",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 28,Маяковский планетарий (Маяковский Planetarium),"https://www.google.com/maps?q=44.5785885,40.0724408",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 29,Московский Планетарий,"https://www.google.com/maps?q=55.7612952,37.5841786",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 30,Омский планетарий (Омский Planetarium),"https://www.google.com/maps?q=54.9841065,73.3727702",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 31,Пермский Планетарий,"https://www.google.com/maps?q=58.0193096,56.2715266",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 32,Планетарий,"https://www.google.com/maps?q=51.5255448,46.0401695",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 33,Планетарий,"https://www.google.com/maps?q=57.6212335,39.8698742",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 34,Планетарий,"https://www.google.com/maps?q=51.5263238,85.9409807",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 35,Планетарий,"https://www.google.com/maps?q=56.3185415,43.9548802",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 36,Планетарий,"https://www.google.com/maps?q=53.3353377,83.789331",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 37,Планетарий,"https://www.google.com/maps?q=54.7740561,56.0232046",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 38,Планетарий,"https://www.google.com/maps?q=57.6210803,39.8700315",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 39,Планетарий,"https://www.google.com/maps?q=45.0079394,39.0575364",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 40,Планетарий,"https://www.google.com/maps?q=53.2457417,39.1293498",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 41,Планетарий,"https://www.google.com/maps?q=46.3464315,48.0225832",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 42,Планетарий,"https://www.google.com/maps?q=43.1581936,44.144942",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 43,Планетарий,"https://www.google.com/maps?q=53.1870724,45.0019647",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 44,Планетарий,"https://www.google.com/maps?q=55.1997763,83.0886278",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 45,Планетарий,"https://www.google.com/maps?q=56.1486228,47.2091171",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 46,Планетарий,"https://www.google.com/maps?q=56.1486239,47.2091177",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 47,Планетарий,"https://www.google.com/maps?q=57.8096479,28.3385894",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 48,Планетарий,"https://www.google.com/maps?q=56.2817791,43.9779321",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 49,Планетарий 1,"https://www.google.com/maps?q=59.9116843,30.3310735",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 50,Планетарий КФУ,"https://www.google.com/maps?q=55.8411294,48.8134067",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 51,Планетарий им. Ю.А. Гагарина,"https://www.google.com/maps?q=44.7164535,37.7785674",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 52,Планетарий музея Космонавтики,"https://www.google.com/maps?q=54.5168075,36.2305526",,Russian Federation,RU,RUS,Russian Federation
Russia,Russia 53,Санкт-Петербургский планетарий (Санкт-Петербургский Planetarium),"https://www.google.com/maps?q=59.9553634,30.3113951",,Russian Federation,RU,RUS,Russian Federation
Saudi Arabia,Saudi Arabia 1,مرصد تمير للأهلة,"https://www.google.com/maps?q=25.7244648,45.8356632",,Saudi Arabia,SA,SAU,Kingdom of Saudi Arabia
Schweden,Schweden 1,Domteatern,"https://www.google.com/maps?q=63.8206818,20.2781305",,Sweden,SE,SWE,Kingdom of Sweden
Schweden,Schweden 2,Umevatoriet,"https://www.google.com/maps?q=63.8366145,20.2626323",,Sweden,SE,SWE,Kingdom of Sweden
Slovakia,Slovakia 1,Hvezdáreň Medzev,"https://www.google.com/maps?q=48.7010909,20.8893018",,Slovakia,SK,SVK,Slovak Republic
Slovakia,Slovakia 2,Krajská hvezdáreň a planetárium Maximiliána Hella,"https://www.google.com/maps?q=48.5861799,18.8513531",,Slovakia,SK,SVK,Slovak Republic
Slovakia,Slovakia 3,Krajská hvezdáreň a planetárium v Prešove,"https://www.google.com/maps?q=48.9996472,21.2563076",,Slovakia,SK,SVK,Slovak Republic
Slovakia,Slovakia 4,Kysucká hvezdáreň,"https://www.google.com/maps?q=49.3074221,18.7653604",,Slovakia,SK,SVK,Slovak Republic
Slovakia,Slovakia 5,Planetárium,"https://www.google.com/maps?q=48.9351032,22.2742397",,Slovakia,SK,SVK,Slovak Republic
Slovakia,Slovakia 6,Planetárium a hvezdáreň,"https://www.google.com/maps?q=48.7053765,21.2291733",,Slovakia,SK,SVK,Slovak Republic
Slovakia,Slovakia 7,Planetárium v Hlohovci,"https://www.google.com/maps?q=48.4198148,17.7972851",,Slovakia,SK,SVK,Slovak Republic
Slovakia,Slovakia 8,Slovenská ústredná hvezdáreň,"https://www.google.com/maps?q=47.8734317,18.1913153",,Slovakia,SK,SVK,Slovak Republic
Slovenia,Slovenia 1,No-Name,"https://www.google.com/maps?q=46.7366443,16.2459012",,Slovenia,SI,SVN,Republic of Slovenia
South Africa,South Africa 1,Iziko Planetarium and Digital Dome,"https://www.google.com/maps?q=-33.9285048,18.4149686",,South Africa,ZA,ZAF,Republic of South Africa
South Africa,South Africa 2,Johannesburg Planetarium,"https://www.google.com/maps?q=-26.1884666,28.0283626",,South Africa,ZA,ZAF,Republic of South Africa
South Africa,South Africa 3,Naval Hill Planetarium,"https://www.google.com/maps?q=-29.0966612,26.236183",,South Africa,ZA,ZAF,Republic of South Africa
South Africa,South Africa 4,Sutherland Planetarium,"https://www.google.com/maps?q=-32.3938755,20.6614969",,South Africa,ZA,ZAF,Republic of South Africa
South Africa,South Africa 5,Sutherland Planetarium,"https://www.google.com/maps?q=-32.39387,20.6614937",,South Africa,ZA,ZAF,Republic of South Africa
South Africa,South Africa 6,Sutherland Planetarium,"https://www.google.com/maps?q=-32.3939506,20.6614597",,South Africa,ZA,ZAF,Republic of South Africa
South Korea,South Korea 1,No-Name,"https://www.google.com/maps?q=36.0467306,129.3535339",,"Korea, Republic of",KR,KOR,"Korea, Republic of"
South Korea,South Korea 2,No-Name,"https://www.google.com/maps?q=37.6859302,126.7829785",,"Korea, Republic of",KR,KOR,"Korea, Republic of"
South Korea,South Korea 3,No-Name,"https://www.google.com/maps?q=35.155335,129.1000236",,"Korea, Republic of",KR,KOR,"Korea, Republic of"
South Korea,South Korea 4,No-Name,"https://www.google.com/maps?q=37.7469888,127.0769467",,"Korea, Republic of",KR,KOR,"Korea, Republic of"
South Korea,South Korea 5,김해천문대,"https://www.google.com/maps?q=35.253165,128.8874821",,"Korea, Republic of",KR,KOR,"Korea, Republic of"
South Korea,South Korea 6,의정부천문대,"https://www.google.com/maps?q=37.7470029,127.0771415",,"Korea, Republic of",KR,KOR,"Korea, Republic of"
South Korea,South Korea 7,천문대,"https://www.google.com/maps?q=36.4705961,127.1427809",,"Korea, Republic of",KR,KOR,"Korea, Republic of"
South Korea,South Korea 8,천문대,"https://www.google.com/maps?q=36.3768871,127.3754507",,"Korea, Republic of",KR,KOR,"Korea, Republic of"
South Korea,South Korea 9,천체투영관,"https://www.google.com/maps?q=37.4392025,127.0053528",,"Korea, Republic of",KR,KOR,"Korea, Republic of"
South Korea,South Korea 10,충북대 천문대,"https://www.google.com/maps?q=36.6262645,127.4560927",,"Korea, Republic of",KR,KOR,"Korea, Republic of"
Spain,Spain 1,Espacio 0.42 Centro Astronómico Aragonés,"https://www.google.com/maps?q=42.1080436,-0.4600631",,Spain,ES,ESP,Kingdom of Spain
Spain,Spain 2,No-Name,"https://www.google.com/maps?q=36.7333332,-4.4279254",,Spain,ES,ESP,Kingdom of Spain
Spain,Spain 3,No-Name,"https://www.google.com/maps?q=43.4157405,-3.4418965",,Spain,ES,ESP,Kingdom of Spain
Spain,Spain 4,No-Name,"https://www.google.com/maps?q=41.6626616,-5.2672249",,Spain,ES,ESP,Kingdom of Spain
Spain,Spain 5,No-Name,"https://www.google.com/maps?q=42.7741259,-1.2517346",,Spain,ES,ESP,Kingdom of Spain
Spain,Spain 6,No-Name,"https://www.google.com/maps?q=38.5356386,-0.8183364",,Spain,ES,ESP,Kingdom of Spain
Spain,Spain 7,Observatori astronòmic del Garraf,"https://www.google.com/maps?q=41.3066333,1.8383934",,Spain,ES,ESP,Kingdom of Spain
Spain,Spain 8,Observatorio,"https://www.google.com/maps?q=36.5080298,-4.8917612",,Spain,ES,ESP,Kingdom of Spain
Spain,Spain 9,Observatorio astronómico,"https://www.google.com/maps?q=37.5602032,-1.8744616",,Spain,ES,ESP,Kingdom of Spain
Spain,Spain 10,Parque de Estrellas Zamarrilla,"https://www.google.com/maps?q=39.3776433,-6.3336109",,Spain,ES,ESP,Kingdom of Spain
Spain,Spain 11,Planetari,"https://www.google.com/maps?q=41.4123709,2.1323311",,Spain,ES,ESP,Kingdom of Spain
Spain,Spain 12,Planetari Municipal de Barcelona,"https://www.google.com/maps?q=41.4179908,2.1698342",,Spain,ES,ESP,Kingdom of Spain
Spain,Spain 13,Planetari de Castelló,"https://www.google.com/maps?q=39.9793169,0.0220855",,Spain,ES,ESP,Kingdom of Spain
Spain,Spain 14,Planetario de Madrid,"https://www.google.com/maps?q=40.3926457,-3.6852639",,Spain,ES,ESP,Kingdom of Spain
